"value","value href","value 2","value href 2","value 3","value 4","value 5","value 6","value 7","greyText","value 8","value 9","value 10","value 11","staticStar","value 12","value href 3","value 13","value href 4","value 14","greyText 4","greyText 5","value 15","value 16","date_read_value","darkGreyText","value href 5","value src"
"Chain of Thorns","https://www.goodreads.com/book/show/17699859-chain-of-thorns","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1406358118","9781406358117","1406358118","778","pp","4.06","65,083","Jan 31, 2023","Jan 31, 2023","","0","https://www.goodreads.com/review/show/5648263261","0","https://www.goodreads.com/rating/voters/5648263261?resource_type=Review","1","not set","","Jun 27, 2023","Hardcover","Jan 27, 2023","(The Last Hours, #3)","https://www.goodreads.com/book/show/17699859-chain-of-thorns","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666441294l/17699859._SY75_.jpg"
"Chain of Iron","https://www.goodreads.com/book/show/17699855-chain-of-iron","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","140635810X","9781406358100","140635810X","656","pp","4.40","92,666","Mar 02, 2021","Mar 02, 2021","","0","https://www.goodreads.com/review/show/5648263111","0","https://www.goodreads.com/rating/voters/5648263111?resource_type=Review","1","not set","","Jun 27, 2023","Hardcover","Mar 27, 2021","(The Last Hours, #2)","https://www.goodreads.com/book/show/17699855-chain-of-iron","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604591461l/17699855._SY75_.jpg"
"Queen of Air and Darkness","https://www.goodreads.com/book/show/13541056-queen-of-air-and-darkness","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442468459","9781442468450","B075RS5MSP","893","pp","4.32","129,788","Dec 04, 2018","Dec 04, 2018","","0","https://www.goodreads.com/review/show/5648262975","0","https://www.goodreads.com/rating/voters/5648262975?resource_type=Review","1","not set","","Jun 27, 2023","Kindle Edition","Dec 27, 2018","(The Dark Artifices, #3)","https://www.goodreads.com/book/show/13541056-queen-of-air-and-darkness","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510447136l/13541056._SY75_.jpg"
"The Bane Chronicles","https://www.goodreads.com/book/show/16303287-the-bane-chronicles","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442495995","9781442495999","1442495995","507","pp","4.08","110,046","Nov 11, 2014","Nov 11, 2014","","0","https://www.goodreads.com/review/show/5648262721","0","https://www.goodreads.com/rating/voters/5648262721?resource_type=Review","1","not set","","Jun 27, 2023","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/16303287-the-bane-chronicles","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395159015l/16303287._SY75_.jpg"
"Lord of Shadows","https://www.goodreads.com/book/show/30312891-lord-of-shadows","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442468408","9781442468405","1442468408","699","pp","4.39","163,466","May 23, 2017","May 23, 2017","","0","https://www.goodreads.com/review/show/5648262475","0","https://www.goodreads.com/rating/voters/5648262475?resource_type=Review","1","not set","","Jun 27, 2023","Hardcover","Dec 27, 2018","(The Dark Artifices, #2)","https://www.goodreads.com/book/show/30312891-lord-of-shadows","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479513427l/30312891._SY75_.jpg"
"Chain of Gold","https://www.goodreads.com/book/show/17699853-chain-of-gold","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1481431870","9781481431873","1481431870","582","pp","4.36","124,526","Mar 03, 2020","Mar 03, 2020","","0","https://www.goodreads.com/review/show/5648262352","0","https://www.goodreads.com/rating/voters/5648262352?resource_type=Review","1","not set","","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Last Hours, #1)","https://www.goodreads.com/book/show/17699853-chain-of-gold","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571379245l/17699853._SY75_.jpg"
"City of Heavenly Fire","https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1481426303","9781481426305","1481426303","725","pp","4.38","424,486","May 27, 2014","May 27, 2014","","0","https://www.goodreads.com/review/show/5648262167","0","https://www.goodreads.com/rating/voters/5648262167?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #6)","https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794l/8755785._SY75_.jpg"
"Lady Midnight","https://www.goodreads.com/book/show/25494343-lady-midnight","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442468351","9781442468351","1442468351","688","pp","4.35","249,403","Mar 08, 2016","Mar 08, 2016","","0","https://www.goodreads.com/review/show/5648262003","0","https://www.goodreads.com/rating/voters/5648262003?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Dark Artifices, #1)","https://www.goodreads.com/book/show/25494343-lady-midnight","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477682l/25494343._SY75_.jpg"
"Clockwork Princess","https://www.goodreads.com/book/show/18335634-clockwork-princess","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1406321346","9781406321340","1406321346","567","pp","4.55","486,663","Mar 19, 2013","Sep 05, 2013","","0","https://www.goodreads.com/review/show/5648261847","0","https://www.goodreads.com/rating/voters/5648261847?resource_type=Review","2","not set","not set","Jun 27, 2023","Paperback","Dec 27, 2020","(The Infernal Devices, #3)","https://www.goodreads.com/book/show/18335634-clockwork-princess","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436788488l/18335634._SY75_.jpg"
"City of Fallen Angels","https://www.goodreads.com/book/show/6752378-city-of-fallen-angels","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442403543","9781442403543","1442403543","425","pp","4.07","651,292","Apr 05, 2011","Apr 05, 2011","","0","https://www.goodreads.com/review/show/5648261624","0","https://www.goodreads.com/rating/voters/5648261624?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #4)","https://www.goodreads.com/book/show/6752378-city-of-fallen-angels","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302l/6752378._SY75_.jpg"
"City of Lost Souls","https://www.goodreads.com/book/show/8755776-city-of-lost-souls","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1442416866","9781442416864","1442416866","535","pp","4.20","576,634","May 08, 2012","May 08, 2012","","0","https://www.goodreads.com/review/show/5648261443","0","https://www.goodreads.com/rating/voters/5648261443?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #5)","https://www.goodreads.com/book/show/8755776-city-of-lost-souls","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703l/8755776._SY75_.jpg"
"City of Ashes","https://www.goodreads.com/book/show/1582996.City_of_Ashes","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1416914293","9781416914297","1416914293","464","pp","4.10","1,012,052","Mar 25, 2008","Mar 25, 2008","","0","https://www.goodreads.com/review/show/5648261300","0","https://www.goodreads.com/rating/voters/5648261300?resource_type=Review","1","","","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #2)","https://www.goodreads.com/book/show/1582996.City_of_Ashes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356l/1582996._SY75_.jpg"
"Clockwork Prince","https://www.goodreads.com/book/show/10025305-clockwork-prince","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1416975888","9781416975885","1416975888","502","pp","4.42","595,449","Dec 06, 2011","Dec 06, 2011","","0","https://www.goodreads.com/review/show/5648261104","0","https://www.goodreads.com/rating/voters/5648261104?resource_type=Review","1","","","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Infernal Devices, #2)","https://www.goodreads.com/book/show/10025305-clockwork-prince","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305._SY75_.jpg"
"Clockwork Angel","https://www.goodreads.com/book/show/7171637-clockwork-angel","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1416975861","9781416975861","1416975861","479","pp","4.30","890,089","Aug 31, 2010","Aug 31, 2010","","0","https://www.goodreads.com/review/show/5648260933","0","https://www.goodreads.com/rating/voters/5648260933?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Infernal Devices, #1)","https://www.goodreads.com/book/show/7171637-clockwork-angel","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693490271l/7171637._SY75_.jpg"
"City of Glass","https://www.goodreads.com/book/show/3777732-city-of-glass","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1416914307","9781416914303","1416914307","560","pp","4.27","1,029,826","Mar 24, 2009","Mar 24, 2009","","0","https://www.goodreads.com/review/show/5648260807","0","https://www.goodreads.com/rating/voters/5648260807?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #3)","https://www.goodreads.com/book/show/3777732-city-of-glass","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339l/3777732._SY75_.jpg"
"City of Bones","https://www.goodreads.com/book/show/256683.City_of_Bones","Clare, Cassandra","https://www.goodreads.com/author/show/150038.Cassandra_Clare","*","1416914285","9781416914280","1416914285","485","pp","4.06","2,216,874","Mar 27, 2007","Mar 27, 2007","","0","https://www.goodreads.com/review/show/5648260666","0","https://www.goodreads.com/rating/voters/5648260666?resource_type=Review","2","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(The Mortal Instruments, #1)","https://www.goodreads.com/book/show/256683.City_of_Bones","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY75_.jpg"
"Unlocked","https://www.goodreads.com/book/show/51481198-unlocked","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1534463437","9781534463431","B084VVPDZW","764","pp","4.23","35,440","Nov 17, 2020","Nov 17, 2020","","0","https://www.goodreads.com/review/show/5648259970","0","https://www.goodreads.com/rating/voters/5648259970?resource_type=Review","1","not set","","Jun 27, 2023","Kindle Edition","Dec 27, 2020","(Keeper of the Lost Cities, #8.5)","https://www.goodreads.com/book/show/51481198-unlocked","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594228033l/51481198._SY75_.jpg"
"Legacy","https://www.goodreads.com/book/show/44150974-legacy","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","153442735X","9781534427358","B07P6DV8FQ","797","pp","4.43","46,154","Nov 05, 2019","Nov 05, 2019","","0","https://www.goodreads.com/review/show/5648259788","0","https://www.goodreads.com/rating/voters/5648259788?resource_type=Review","2","not set","not set","Jun 27, 2023","Kindle Edition","Dec 27, 2020","(Keeper of the Lost Cities, #8)","https://www.goodreads.com/book/show/44150974-legacy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557767041l/44150974._SY75_.jpg"
"Flashback","https://www.goodreads.com/book/show/32762937-flashback","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1481497456","9781481497459","B0847NWSNH","848","pp","4.32","49,868","Nov 06, 2018","Nov 06, 2018","","0","https://www.goodreads.com/review/show/5648259636","0","https://www.goodreads.com/rating/voters/5648259636?resource_type=Review","3","not set","not set","Jun 27, 2023","Kindle Edition","Dec 27, 2020","(Keeper of the Lost Cities, #7)","https://www.goodreads.com/book/show/32762937-flashback","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520545883l/32762937._SY75_.jpg"
"Nightfall","https://www.goodreads.com/book/show/32762917-nightfall","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1481497421","9781481497428","1481497421","576","pp","4.52","54,652","Nov 07, 2017","Nov 07, 2017","","0","https://www.goodreads.com/review/show/5648259503","0","https://www.goodreads.com/rating/voters/5648259503?resource_type=Review","4","not set","not set","Jun 27, 2023","ebook","Dec 27, 2020","(Keeper of the Lost Cities, #6)","https://www.goodreads.com/book/show/32762917-nightfall","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488996054l/32762917._SY75_.jpg"
"Lodestar","https://www.goodreads.com/book/show/27272698-lodestar","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","","","B0DM1PB29K","688","pp","4.48","58,552","Nov 01, 2016","Nov 01, 2016","","0","https://www.goodreads.com/review/show/5648259388","0","https://www.goodreads.com/rating/voters/5648259388?resource_type=Review","6","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(Keeper of the Lost Cities, #5)","https://www.goodreads.com/book/show/27272698-lodestar","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456938808l/27272698._SY75_.jpg"
"Neverseen","https://www.goodreads.com/book/show/22733616-neverseen","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","","","B0DLTC63MY","672","pp","4.55","64,517","Nov 03, 2015","Nov 03, 2015","","0","https://www.goodreads.com/review/show/5648259208","0","https://www.goodreads.com/rating/voters/5648259208?resource_type=Review","5","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(Keeper of the Lost Cities, #4)","https://www.goodreads.com/book/show/22733616-neverseen","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422383369l/22733616._SX50_.jpg"
"Everblaze","https://www.goodreads.com/book/show/13260668-everblaze","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1442445998","9781442445994","1442445998","624","pp","4.46","69,192","Aug 03, 2014","Nov 04, 2014","","0","https://www.goodreads.com/review/show/5648259044","0","https://www.goodreads.com/rating/voters/5648259044?resource_type=Review","5","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2020","(Keeper of the Lost Cities, #3)","https://www.goodreads.com/book/show/13260668-everblaze","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397660776l/13260668._SY75_.jpg"
"Exile","https://www.goodreads.com/book/show/13260670-exile","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","","9781442445987","144244598X","576","pp","4.46","79,567","Oct 01, 2013","Oct 01, 2013","","0","https://www.goodreads.com/review/show/5648258881","0","https://www.goodreads.com/rating/voters/5648258881?resource_type=Review","3","not set","not set","Jun 27, 2023","ebook","Dec 27, 2018","(Keeper of the Lost Cities, #2)","https://www.goodreads.com/book/show/13260670-exile","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365178949l/13260670._SX50_.jpg"
"Keeper of the Lost Cities","https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1442445939","9781442445932","1442445939","496","pp","4.38","122,458","Oct 02, 2012","Oct 02, 2012","","0","https://www.goodreads.com/review/show/5648258719","0","https://www.goodreads.com/rating/voters/5648258719?resource_type=Review","3","not set","not set","Jun 27, 2023","Hardcover","Dec 27, 2018","(Keeper of the Lost Cities, #1)","https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854l/12842828._SX50_.jpg"
